WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid,latitude,longitude
"POLYGON ((5.89995479953759 51.2991605079032,5.89997670852656 51.2992039535731,5.89993135589155 51.2992129445419,5.89991026830376 51.2991711402124,5.89994733480418 51.2991622936281,5.89995479953759 51.2991605079032))","1640100000025321",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025321,"1993",Pand in gebruik,,,,"0",pand.f718dff9-48ad-413a-9f50-b03959849374,51.299,5.900
"POLYGON ((5.89998682234881 51.3006789146792,5.89996310941351 51.3006831001214,5.89994755302396 51.3006857934207,5.89993409786066 51.3006546432626,5.89994918238438 51.3006520688997,5.89997288096653 51.3006478835234,5.89997402808176 51.3006504403039,5.89998682234881 51.3006789146792))","1640100000025322",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025322,"1971",Pand in gebruik,,,,"0",pand.39c3f93b-8691-4abb-a3d4-94b09eb0a46f,51.301,5.900
"POLYGON ((5.89997312592686 51.3005917198331,5.89995357465663 51.3005514368545,5.90000415494897 51.3005417846346,5.90002436660374 51.3005834130289,5.8999737862697 51.3005930652576,5.89997312592686 51.3005917198331))","1640100000025323",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025323,"1970",Pand in gebruik,,,,"0",pand.e4b2b51e-14a5-4f41-bad1-36d1f02d009b,51.301,5.900
"POLYGON ((5.90006313659406 51.2999016412808,5.89993871204201 51.2999228100803,5.89992539028566 51.2998920278777,5.90004981476025 51.2998708590926,5.90006313659406 51.2999016412808))","1640100000025325",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025325,"1977",Pand in gebruik,,,,"0",pand.29ee33ba-5680-4718-a61e-3c9ac882a9cf,51.300,5.900
"POLYGON ((5.90013901877737 51.2998595444371,5.90012730827116 51.2998318023906,5.90022170569457 51.2998156287557,5.90032107433772 51.299799073569,5.90033324518427 51.2998269394111,5.90023377400085 51.2998433062933,5.90013901877737 51.2998595444371))","1640100000025327",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025327,"1977",Pand in gebruik,,,,"0",pand.fddae2e1-ccf0-4ce7-8716-f81a1351794a,51.300,5.900
"POLYGON ((5.90027104557595 51.3004777039982,5.90024181957862 51.300482543026,5.90021069000724 51.3004876960603,5.90019699048952 51.3004552256416,5.90025734591759 51.3004452245982,5.90027104557595 51.3004777039982))","1640100000025329",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025329,"1973",Pand in gebruik,,,,"0",pand.5878a64a-2dc2-4af5-80ff-b6f1b3803b8d,51.300,5.900
"POLYGON ((5.90024181957862 51.300482543026,5.90027104557595 51.3004777039982,5.90029806247352 51.3005418015456,5.90026883643814 51.3005466405803,5.90024181957862 51.300482543026))","1640100000025330",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025330,"1970",Pand in gebruik,,,,"0",pand.2c67fe2d-2170-4fbe-8682-6d4e6327bca9,51.301,5.900
"POLYGON ((5.90022351134557 51.2991418941429,5.90025737841711 51.2990855912099,5.90047991592077 51.2991382106667,5.9004460490846 51.299194513664,5.90031632758668 51.2991638403116,5.90027503761138 51.2991540806442,5.90022351134557 51.2991418941429))","1640100000025333",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025333,"2007",Pand in gebruik,,,,"0",pand.b77d52b4-feb8-4d1e-a5d4-7dfb1bbf072e,51.299,5.900
"POLYGON ((5.90047901009369 51.3010837979976,5.90044831608777 51.3010128042492,5.90050222906182 51.3010036494833,5.900532864076 51.3010744906667,5.90047901009369 51.3010837979976))","1640100000025337",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025337,"2001",Pand in gebruik,,,,"0",pand.859f0d8b-2c02-46dd-b678-543088cd9897,51.301,5.900
"POLYGON ((5.90067779359555 51.2991820754593,5.90059409923097 51.2992038023331,5.90057614304314 51.2991766002512,5.90066012341813 51.2991548092059,5.90067779359555 51.2991820754593))","1640100000025339",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025339,"1985",Pand in gebruik,,,,"0",pand.2c8dab47-23b2-471d-9a34-588515cf0ef1,51.299,5.901
"POLYGON ((5.90069103589927 51.2994318004465,5.90056556420388 51.2994553476099,5.9005466808224 51.2994158078609,5.90059389898699 51.2994069432561,5.90059206365605 51.2994031130947,5.90060266205225 51.2993892504066,5.90061296420146 51.2993873172882,5.90060181913794 51.2993639773524,5.90065397374336 51.2993541920554,5.90069103589927 51.2994318004465))","1640100000025340",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025340,"1979",Pand in gebruik,,,,"0",pand.a29dcab0-4ada-4ae5-a832-da908833616e,51.299,5.901
"POLYGON ((5.9009281757194 51.3003463536982,5.90078213488772 51.300372041354,5.90075485183863 51.3003111091823,5.90090090682961 51.3002854214975,5.9009281757194 51.3003463536982))","1640100000025344",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025344,"2003",Pand in gebruik,woonfunctie,"80","80","1",pand.1449bd1a-4104-4c01-8de8-9bb9e941252b,51.300,5.901
"POLYGON ((5.90094037804036 51.3010471190113,5.90095647693369 51.3010850529883,5.90101933690965 51.301074564084,5.90102982384458 51.3010992552202,5.90092822017153 51.3011162073919,5.90090163442397 51.3010535822641,5.90094037804036 51.3010471190113))","1640100000025347",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025347,"2002",Pand in gebruik,,,,"0",pand.325e121e-4f58-43ea-9100-1c25c6a7bbc5,51.301,5.901
"POLYGON ((5.90016914766953 51.3006869292583,5.9001397669308 51.3006920475978,5.90014257592986 51.300698309465,5.90008214157187 51.3007089759737,5.90005234661104 51.3006426344074,5.90003411064822 51.3006020130566,5.90016391239115 51.3005794092031,5.90022957168435 51.3005679735395,5.90025517542966 51.3006262525228,5.90027648271954 51.3006747705257,5.9002134414609 51.3006856823074,5.90021328404123 51.300685709968,5.90021063567942 51.3006797080724,5.90016914766953 51.3006869292583))","1640100000025891",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025891,"1970",Pand in gebruik,woonfunctie,"185","185","1",pand.6bb5a732-77dc-4831-b25d-916ac60b184d,51.301,5.900
"POLYGON ((5.90014792918051 51.3010362413257,5.90021480377012 51.3010244317714,5.90022055450698 51.301037278517,5.90025000050206 51.3011031451677,5.90024814002524 51.301103467981,5.90021294888581 51.3011096187095,5.90018299565094 51.3011148564383,5.90014792918051 51.3010362413257))","1640100000025893",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025893,"2001",Pand in gebruik,,,,"0",pand.9dd35512-1cba-4c6d-8225-eb00a1b5b805,51.301,5.900
"POLYGON ((5.90158333638969 51.2991962608981,5.90143713180569 51.2992338064663,5.90140453133968 51.2991845655267,5.90155032806498 51.2991464644901,5.90158333638969 51.2991962608981))","1640100000025356",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025356,"1975",Pand in gebruik,,,,"0",pand.39cbb82a-f04f-465d-af07-b16edd15d069,51.299,5.901
"POLYGON ((5.90150181252794 51.29925413217,5.90159624574905 51.2992247166135,5.9016860467313 51.2993379932122,5.90167634483059 51.2993410204174,5.90162306260591 51.2993576157518,5.90160685936895 51.2993626672246,5.90153795952288 51.2992757435206,5.9015227136114 51.2992804941172,5.90150181252794 51.29925413217))","1640100000025357",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025357,"1965",Pand in gebruik,,,,"0",pand.8d842041-aa96-487b-9fd8-268aa069cbcc,51.299,5.902
"POLYGON ((5.90191965819992 51.299225129327,5.90181162330939 51.2990842747078,5.90199815192161 51.2990280421552,5.90200390005809 51.2990355404329,5.90226806718071 51.2989560063255,5.90227096292485 51.2989597688452,5.9024116315736 51.2991462680062,5.9021497525095 51.2992253338779,5.90211759946745 51.2992350043803,5.90196299478449 51.2992816485846,5.90191965819992 51.299225129327))","1640100000025365",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025365,"2000",Pand in gebruik,"industriefunctie,kantoorfunctie","164","164","1",pand.5aafe5a4-74db-41a8-a938-ddbd23454048,51.299,5.902
"POLYGON ((5.9002922959557 51.2999651893855,5.90014770826772 51.2999912383862,5.90014706415946 51.2999913401031,5.90011652978536 51.2999229613325,5.90026206954149 51.2998974385172,5.9002922959557 51.2999651893855))","1640100000025894",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025894,"1977",Pand in gebruik,woonfunctie,"114","114","1",pand.be999d8b-bbca-466c-915a-abfebcd67524,51.300,5.900
"POLYGON ((5.9003207281238 51.3000289301214,5.90017524533532 51.3000544527576,5.90014706415946 51.2999913401031,5.90014770826772 51.2999912383862,5.9002922959557 51.2999651893855,5.9003207281238 51.3000289301214))","1640100000025895",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025895,"1977",Pand in gebruik,woonfunctie,"128","128","1",pand.f1fe6ba5-4a7c-4e11-ae40-cbf7378ecf7d,51.300,5.900
"POLYGON ((5.90035136902356 51.3009182551134,5.90035331152214 51.3009226870618,5.90040463298293 51.3009138853459,5.90042354519435 51.3009572272922,5.90043852779163 51.3009915617159,5.90038759298573 51.3010003257859,5.90039767406613 51.301023382789,5.90039325174573 51.3010241393798,5.90039200079888 51.301021277439,5.90025870285438 51.3010442115677,5.90025983606045 51.3010468043623,5.90025541383633 51.3010475699364,5.90025509002 51.3010468252858,5.90024874717888 51.3010323271956,5.90022839433758 51.3009858184926,5.90022552472849 51.3009792692501,5.9002664557101 51.3009722212897,5.90026616147862 51.3009715574086,5.90026594085544 51.3009710639921,5.90026569064777 51.300970489806,5.90024672122648 51.3009271480867,5.90031836478796 51.3009148230587,5.90034774736407 51.3009098574777,5.90035136902356 51.3009182551134))","1640100000025896",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025896,"2001",Pand in gebruik,woonfunctie,"204","204","1",pand.4acf4e8e-af6e-45ad-b45f-2825d91c1933,51.301,5.900
"POLYGON ((5.90047794988552 51.3002802584286,5.90046198017428 51.3002831603648,5.90048019283036 51.3003267930323,5.90048951975668 51.3003478218639,5.90043283855074 51.3003568360237,5.90044357519572 51.3003833778229,5.90041304459403 51.3003882316365,5.90041450090062 51.3003915061607,5.90031243559058 51.3004093677138,5.90025561133507 51.3002842141787,5.90035638463516 51.3002662415161,5.90035268224176 51.300258311659,5.90045903706981 51.3002393974282,5.90047794988552 51.3002802584286))","1640100000025897",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025897,"1973",Pand in gebruik,woonfunctie,"179","179","1",pand.ddcdf6fa-7b67-4abe-9320-2d039c8ffdb2,51.300,5.900
"POLYGON ((5.90085839044974 51.2993456673782,5.90091205844011 51.2993365854081,5.90093031224163 51.2993787706133,5.90100672127305 51.2993658488264,5.90102761337036 51.2994144044838,5.9010090370087 51.2994175427277,5.90097334412643 51.2994235790504,5.90098051423448 51.2994402397735,5.90101677963832 51.2994341110319,5.90102811263917 51.2994588433776,5.90098588463211 51.2994664546486,5.90096858412607 51.2994695692753,5.90098019670105 51.2994949386029,5.90077874842802 51.2995290867206,5.90075629413802 51.2994729153303,5.90084217483317 51.2994594215084,5.90084686615448 51.299471140299,5.90088238723664 51.2994651227515,5.90085509279093 51.2994018625286,5.90083371622185 51.2993522842451,5.90083273003923 51.2993500144073,5.90085839044974 51.2993456673782))","1640100000025909",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025909,"1992",Pand in gebruik,woonfunctie,"256","256","1",pand.d3cb2342-b031-4b40-a637-00eaad4fac3e,51.299,5.901
"POLYGON ((5.90049068686772 51.2993479729581,5.90046218335499 51.2993532403239,5.9004880002809 51.299410107061,5.90051850912495 51.2994046510656,5.90054375445799 51.2994604056888,5.90055528985881 51.2994853079759,5.90052812465784 51.2994897334867,5.90045873749086 51.2995010419435,5.9004458569604 51.2994699881865,5.90045153986472 51.2994691361445,5.90043975324256 51.2994410079419,5.90043802950009 51.2994368986302,5.90044711485483 51.299435141682,5.90044163345117 51.2994220061147,5.9003964201542 51.2994293696597,5.90038557122659 51.299431134381,5.90036240657032 51.2993793346517,5.90035220608909 51.2993813841552,5.90034002513001 51.2993551633272,5.90035102903595 51.2993531552266,5.90034701906552 51.2993446424473,5.90039927538068 51.2993349736717,5.90038994788111 51.2993151493473,5.90041744973956 51.2993100661943,5.90046843264694 51.2993006457035,5.90051066967984 51.2992925671576,5.9005312435627 51.2993409265503,5.90049068686772 51.2993479729581))","1640100000025898",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025898,"1979",Pand in gebruik,woonfunctie,"243","243","1",pand.a6b80c17-9b27-47b2-8a3e-f77585294e28,51.299,5.900
"POLYGON ((5.90064023011237 51.3006409860228,5.9006360944993 51.3006417323693,5.90062311404571 51.3006133128189,5.90057487439937 51.3006219841818,5.90058107774752 51.300635548025,5.9005480212094 51.3006414916837,5.90053593451867 51.3006147670824,5.90041555408763 51.3006361342803,5.90038648345977 51.3005717671605,5.90037491102846 51.30054613692,5.90051788376447 51.3005178655202,5.90057539901667 51.3005064925499,5.90054160619621 51.3004315034481,5.90054692965085 51.3004305541095,5.90060221052498 51.3004206921271,5.90061589119368 51.3004182497153,5.90065747073215 51.3005098878289,5.90058629085989 51.3005225795671,5.90064023011237 51.3006409860228))","1640100000025899",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025899,"1971",Pand in gebruik,woonfunctie,"374","374","1",pand.67c1cb8a-b56d-483a-9b0e-8d9acaa608ec,51.301,5.901
"POLYGON ((5.90067571983854 51.2997176699439,5.900588310075 51.299732950188,5.90057290854644 51.2996983120084,5.90052456696605 51.299706759081,5.90050922425922 51.2996722464781,5.90049262318126 51.2996750882818,5.90046461407544 51.2996107164983,5.90059118299213 51.2995890702506,5.90063226954923 51.2996854027518,5.90066012227582 51.2996809022724,5.90067571983854 51.2997176699439))","1640100000025900",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025900,"1980",Pand in gebruik,woonfunctie,"201","201","1",pand.0fd3ca4c-49ff-4d2d-a987-c872ec0323c2,51.300,5.901
"POLYGON ((5.90049161351252 51.2990702569586,5.9004660592613 51.2990355017454,5.90059170959307 51.2989985874103,5.90057307161677 51.2989732310593,5.90066544221245 51.2989465579809,5.90071425075764 51.299012977295,5.90062002208795 51.2990401889542,5.9006154499731 51.2990339708324,5.90049161351252 51.2990702569586))","1640100000025902",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025902,"1965",Pand in gebruik,woonfunctie,"140","140","1",pand.5354223c-4352-4edc-9179-f4446bef1e0d,51.299,5.901
"POLYGON ((5.90079803567933 51.3009107565392,5.90081274187569 51.3009434381788,5.90073602207755 51.3009570173901,5.90074530128974 51.3009776059559,5.90054077230811 51.3010138256907,5.90052290471699 51.3009741376354,5.90054316863831 51.3009705425826,5.90052297818006 51.3009257500928,5.9005034934598 51.3008825095653,5.90062766752174 51.3008605322747,5.90064343208461 51.3008955373897,5.90069519401431 51.3008863830352,5.90069364518203 51.3008825336335,5.90077856494318 51.3008675070064,5.90079803567933 51.3009107565392))","1640100000025903",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025903,"2002",Pand in gebruik,woonfunctie,"377","377","1",pand.9c2a6207-c4b2-4551-8818-6634efec6a84,51.301,5.901
"POLYGON ((5.90084501408657 51.2999688456155,5.90080428553274 51.2999759558116,5.90071329733961 51.2999918362191,5.90070001856842 51.2999598224354,5.90062555885072 51.2999727713729,5.90061211211524 51.2999423942992,5.90058540761616 51.299881864036,5.90063518116419 51.299873230843,5.90063012049526 51.299861819296,5.90062410998875 51.2998628705476,5.90060532465485 51.2998205887626,5.9007042836282 51.2998033159441,5.90072277491649 51.2998449428217,5.90070236772282 51.2998485025841,5.90070876698633 51.2998629195012,5.90071187240362 51.2998623754534,5.90073362975122 51.2999113767891,5.90081331225746 51.2998974698864,5.90084501408657 51.2999688456155))","1640100000025904",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025904,"1980",Pand in gebruik,woonfunctie,"284","284","1",pand.45734c5e-484e-4c10-920d-a9d9757c8381,51.300,5.901
"POLYGON ((5.90084429455074 51.3000503241353,5.90089453476367 51.3001598208296,5.90091107702398 51.3001568354065,5.90093560937238 51.3002103099138,5.90094772992077 51.3002081260388,5.90096675039364 51.3002495977308,5.90085058192634 51.3002705332984,5.90083105809659 51.3002289199871,5.90085253809146 51.3002251127674,5.90083623107435 51.3001890403957,5.90081605345057 51.3001926261309,5.90073049165121 51.3002078264118,5.90071089839285 51.3001651257307,5.90070155009333 51.3001447532003,5.90068098654977 51.3000999174387,5.90078682278045 51.300080834406,5.90077462270632 51.3000542271848,5.90084063439831 51.3000423311847,5.90084429455074 51.3000503241353))","1640100000025907",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025907,"1980",Pand in gebruik,woonfunctie,"316","316","1",pand.04c2cdfb-10a9-4241-98d8-27f6c2e9f833,51.300,5.901
"POLYGON ((5.90095180204159 51.3004697837814,5.90094336011584 51.3004509713365,5.90106704681016 51.3004304069806,5.90107905177534 51.3004587678676,5.90110301451779 51.3005227708511,5.90101993272678 51.3005366839684,5.90100125543986 51.3005398136662,5.90100707297989 51.3005534870572,5.90092482121288 51.3005672616082,5.90088607309595 51.300481372972,5.90095180204159 51.3004697837814))","1640100000025910",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025910,"1972",Pand in gebruik,woonfunctie,"232","232","1",pand.2268cf6b-ae00-480d-978e-7b9fb68944e0,51.300,5.901
"POLYGON ((5.90074711546086 51.2992224622946,5.90072908051801 51.2991754850142,5.90078399502553 51.2991663346796,5.9008021409021 51.2992091406147,5.90087470187503 51.2991970448973,5.9009018175045 51.2992609890612,5.90077372649092 51.299282345734,5.90074711546086 51.2992224622946))","1640100000025908",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025908,"1985",Pand in gebruik,woonfunctie,"122","122","1",pand.d3dfdb7d-6902-46f6-b775-27ef80c9aaa5,51.299,5.901
"POLYGON ((5.90091610144172 51.3009551798963,5.9008841507161 51.3008846951863,5.90089741730902 51.3008823983919,5.90088638331317 51.3008575029141,5.90088279982231 51.3008537883404,5.90087837522173 51.300844126831,5.90087824012487 51.3008397588245,5.90087399354423 51.3008306268739,5.90095693798196 51.3008159234464,5.90096087933095 51.3008246881968,5.90096690853859 51.3008380550328,5.90101477735655 51.3008295469453,5.90100861757552 51.3008160458549,5.90100217819846 51.300801907787,5.90109231890459 51.3007857612342,5.90111853163589 51.3008432553078,5.90112419934956 51.3008423134116,5.90115589191887 51.3009127632415,5.90114610341132 51.3009144963827,5.90106148661009 51.3009296837404,5.90105563821056 51.3009170981447,5.90100267774597 51.3009267793071,5.9010080998145 51.3009384319426,5.90099306019051 51.3009411770333,5.90099819770957 51.3009517522582,5.90099316138102 51.3009578419973,5.90094334966374 51.3009670058528,5.9009328944001 51.3009642744388,5.90092770741728 51.3009531241402,5.90091610144172 51.3009551798963))","1640100000025911",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025911,"2002",Pand in gebruik,woonfunctie,"370","370","1",pand.5800ad0a-086b-455b-8e4e-81f061a611a4,51.301,5.901
"POLYGON ((5.90118355310227 51.2996191210993,5.90104556403417 51.2996440004867,5.90100360232976 51.2995489753823,5.9011225859133 51.2995286294796,5.90113727543938 51.2995623988094,5.90114899153333 51.2995893137532,5.9011682810181 51.2995858307596,5.90118355310227 51.2996191210993))","1640100000025912",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025912,"1987",Pand in gebruik,woonfunctie,"159","159","1",pand.eea12006-5cfd-4309-8ac8-ebfe375f5946,51.300,5.901
"POLYGON ((5.90127940500615 51.2997311398055,5.9012597408601 51.2997344626723,5.90129073002224 51.2998087178768,5.90116648370063 51.2998290871922,5.90113291345247 51.2997509781289,5.90111987922005 51.2997203296242,5.90113403371706 51.2997179659583,5.90111945339333 51.2996837107455,5.90114253765788 51.2996797795311,5.90124950220469 51.2996616798693,5.90127940500615 51.2997311398055))","1640100000025914",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025914,"1990",Pand in gebruik,woonfunctie,"239","239","1",pand.f47821bb-e970-40e1-a93f-001f9aba012a,51.300,5.901
"POLYGON ((5.90116740971554 51.2991561474306,5.90118038620079 51.2991523237713,5.90116299100059 51.2991291373374,5.90126290115143 51.2990996888729,5.90128155398255 51.2991225011916,5.9013602196186 51.299228726002,5.90125839372547 51.2992586953787,5.90123626689284 51.299229147741,5.90122466127463 51.2992324709621,5.90116740971554 51.2991561474306))","1640100000025915",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025915,"1975",Pand in gebruik,woonfunctie,"265","265","1",pand.acd78999-0422-47e3-8398-4bf030cb8582,51.299,5.901
"POLYGON ((5.90135277822583 51.3004735950365,5.90135448441678 51.3004774077788,5.90124591010174 51.3004966112865,5.90121101222858 51.3004190833996,5.90142080035634 51.3003815807932,5.90145866020021 51.3004661787788,5.90138269890026 51.3004795393342,5.90137805097044 51.3004691507296,5.90135277822583 51.3004735950365))","1640100000025916",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025916,"1972",Pand in gebruik,woonfunctie,"148","148","1",pand.d688c85f-23d8-4682-a20e-5a572f5c6857,51.300,5.901
"POLYGON ((5.90135512385079 51.3000075284362,5.90137463535202 51.3000505619611,5.90125128163044 51.3000725813778,5.90123610657985 51.3000390119626,5.90132075136309 51.3000239142376,5.90125917984774 51.2998873842369,5.90141189446331 51.299861136143,5.90144624276282 51.2999395293337,5.90144714963036 51.2999423927839,5.9014426959257 51.2999428978647,5.90144190538065 51.2999401777228,5.90142789471772 51.2999425857348,5.90144898018963 51.2999916977747,5.90135512385079 51.3000075284362))","1640100000025917",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025917,"1985",Pand in gebruik,woonfunctie,"271","271","1",pand.64ca1b2e-2992-4805-89ce-90e069c99635,51.300,5.901
"POLYGON ((5.90152103906952 51.2993521699828,5.90145819943216 51.2993706232378,5.90141593941623 51.2993830258881,5.90143070146596 51.2994028261175,5.90140596267472 51.2994100726138,5.90136700376792 51.2994214898591,5.90130610722779 51.2993398430955,5.90141209348456 51.299308776627,5.90147512399718 51.2992907270534,5.90152103906952 51.2993521699828))","1640100000025918",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025918,"1965",Pand in gebruik,woonfunctie,"135","135","1",pand.5e37752b-7c37-4e4d-8765-3c2de377c3c8,51.299,5.901
"POLYGON ((5.90176327839092 51.3003884446471,5.90169411798476 51.3004008854347,5.9017040698168 51.3004226035528,5.90167181652396 51.3004285439804,5.90167318213974 51.300431396412,5.90165234693581 51.300435164977,5.90165106836209 51.3004324020494,5.9015941817111 51.3004422626394,5.90156132522189 51.3003678000346,5.90166616611205 51.3003494397143,5.90165322114071 51.3003203998861,5.90163855493211 51.3002874844625,5.90166402838258 51.3002830481948,5.90164887486112 51.3002488764815,5.90168832934371 51.300241942412,5.90170364172534 51.3002762122958,5.90174952175712 51.3002681531523,5.90180089939592 51.3003816714579,5.90176327839092 51.3003884446471))","1640100000025920",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025920,"1971",Pand in gebruik,woonfunctie,"149","149","1",pand.a584e8cd-aa2c-43a5-9854-f9589b03ba1c,51.300,5.902
"POLYGON ((5.89694757467467 51.2992824399826,5.89698899257078 51.2992715707587,5.89700497342195 51.299276112053,5.89702364362352 51.2993032396402,5.89704053545781 51.2993277592477,5.89706927248324 51.2993202534634,5.89705273497671 51.2992953637629,5.89711341155305 51.2992795201591,5.89712984691722 51.2993042484985,5.89713435044325 51.2993030691973,5.89718456405032 51.2993776187674,5.89707238445753 51.2994077556905,5.89707717058919 51.2994152044906,5.89703140385563 51.2994269916872,5.89693585172225 51.2992855565446,5.89694757467467 51.2992824399826))","1640100000027241",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000027241,"2005",Pand in gebruik,woonfunctie,"200","200","1",pand.09e732f5-0707-4ee7-b73f-a2c76b461a1a,51.299,5.897
"POLYGON ((5.89283647776116 51.3009755358117,5.89283497156864 51.3009780772229,5.89281415495901 51.3010108512697,5.89282265285884 51.3010129716823,5.89284899014914 51.3010191135177,5.89283917047579 51.3010375114966,5.89281622630403 51.3010321908837,5.89277694138657 51.3010987445092,5.89277582941142 51.3011006280179,5.89271740276395 51.3010868681497,5.89271040177685 51.3010995279508,5.89265681663538 51.3010878953662,5.89266429550842 51.3010743615704,5.8926602269799 51.3010734084415,5.89270491631946 51.3009963323572,5.89262609546545 51.3009886925739,5.89263706127236 51.3009442488217,5.8927497588081 51.3009551751935,5.89274911381427 51.3009577937624,5.89278360369493 51.3009633608629,5.8927835191546 51.3009634960635,5.89280935846852 51.3009686962377,5.89283647776116 51.3009755358117))","1640100000027246",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000027246,"1880",Pand in gebruik,,,,"0",pand.d49cea6b-b997-41a3-a09b-c704e7eee10e,51.301,5.893
"POLYGON ((5.89300748385259 51.3010206540027,5.89300846865867 51.3010189418334,5.89290685151119 51.3009960213277,5.89290783632052 51.3009943091592,5.89292396109028 51.3009664634183,5.89292702833347 51.300961155633,5.89295777676543 51.3009681142411,5.89295860752693 51.3009667353305,5.89303004909366 51.3009839351867,5.89304197943965 51.3009645032836,5.89313532021524 51.3009858865969,5.89316418647526 51.3009925027665,5.89313104649344 51.3010493397734,5.89300748385259 51.3010206540027))","1640100000027247",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000027247,"1880",Pand in gebruik,woonfunctie,"166","166","1",pand.41b34821-616a-4f48-b977-a3ae72e2574d,51.301,5.893
"POLYGON ((5.88941608200898 51.2985570906407,5.88943606681487 51.2984667289817,5.8893761644009 51.2984618098948,5.88935569939872 51.2984601273947,5.8891377602256 51.2984422179284,5.88914497733966 51.298407390811,5.88913769994651 51.2984066761228,5.88913823267904 51.2984042648028,5.88909382700906 51.2984003663837,5.8890942914091 51.2983982609809,5.88910068826629 51.2983696936704,5.88906278410747 51.2983663604653,5.88906221000885 51.2983663090078,5.88905750251859 51.2983658978428,5.8890663997982 51.2983260746512,5.8894163059295 51.2983568082434,5.88945499946718 51.2983602098376,5.88947919199277 51.298246962276,5.88963195954383 51.29825414111,5.88962644705133 51.2982809517993,5.88956725397551 51.2985690315708,5.88941608200898 51.2985570906407))","1640100000025608",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025608,"1964",Pand in gebruik,"kantoorfunctie,woonfunctie","608","608","1",pand.ee75ca72-fb63-498a-b8fb-3add3dc8f356,51.298,5.889
"POLYGON ((5.89120142732564 51.3041152919488,5.89134244595402 51.3041384837398,5.89133323822569 51.3041604744898,5.89135944219879 51.3041647835105,5.89132839628917 51.3042389774428,5.89131109931816 51.3042361309784,5.89128594949615 51.3042962317502,5.89116466965939 51.3042762892937,5.89119345269745 51.3042075344937,5.89116480644417 51.3042028225226,5.89118600202296 51.3041521502663,5.89120142732564 51.3041152919488))","1640100000025619",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000025619,"2000",Pand in gebruik,woonfunctie,"129","129","1",pand.924402cd-5915-4050-83e6-37297b54fc29,51.304,5.891
