WKT,identificatie,rdf_seealso,bouwjaar,status,gebruiksdoel,oppervlakte_min,oppervlakte_max,aantal_verblijfsobjecten,fuuid,latitude,longitude
"POLYGON ((5.89695158708504 51.3017084705492,5.89699142728136 51.3017012307661,5.89700861859773 51.3017383874488,5.89696877837182 51.3017456272378,5.89695158708504 51.3017084705492))","1640100000069172",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069172,"2019",Pand in gebruik,,,,"0",pand.8dd5aaa9-22c3-43ba-95ed-ba1b0aa69906,51.302,5.897
"POLYGON ((5.89711368860007 51.3017337023458,5.89713124169047 51.3017737158932,5.89707443762136 51.301783501993,5.89705688447663 51.3017434794485,5.89711368860007 51.3017337023458))","1640100000069173",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069173,"2019",Pand in gebruik,,,,"0",pand.8344b27e-05ae-4b16-8836-0bedbe767be5,51.302,5.897
"POLYGON ((5.89757989289528 51.3022413378883,5.89762065696148 51.3022346151952,5.89763369418816 51.3022656775595,5.89759291575735 51.30227240032,5.89757989289528 51.3022413378883))","1640100000069175",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069175,"2019",Pand in gebruik,,,,"0",pand.0787c4b2-18c9-4ea2-bb12-718efb4aec76,51.302,5.898
"POLYGON ((5.89771166950451 51.3022782256053,5.89766469358333 51.3022872677446,5.89764843478176 51.3022540711687,5.89769539633323 51.3022450290989,5.89771166950451 51.3022782256053))","1640100000069176",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069176,"2019",Pand in gebruik,,,,"0",pand.1e3f499c-9c3a-42f8-a078-02e0bd723ee1,51.302,5.898
"POLYGON ((5.89813990238568 51.301583482458,5.89809277548239 51.3015943411919,5.89809190303286 51.3015945427776,5.89807665651096 51.3015685329307,5.89812773081813 51.3015567579838,5.89814299170377 51.301582767761,5.89813990238568 51.301583482458))","1640100000069177",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069177,"2019",Pand in gebruik,,,,"0",pand.6fea4998-83ca-4f5c-b983-23212244ffb0,51.302,5.898
"POLYGON ((5.89795995822058 51.3015873825012,5.89797374433234 51.3016200145979,5.89796246583569 51.3016218888434,5.89789556761932 51.3016329960693,5.89788351613241 51.3016349905549,5.89786973018079 51.3016023674359,5.89795995822058 51.3015873825012))","1640100000069178",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069178,"2019",Pand in gebruik,,,,"0",pand.acc8d4bc-84d5-4408-b344-df620d460137,51.302,5.898
"POLYGON ((5.89649388620924 51.3004258898847,5.89650011412542 51.3004482090152,5.89650278778848 51.3004578154288,5.89644902481679 51.3004637137069,5.89644457404377 51.3004477509328,5.89644010893558 51.3004317882214,5.89649388620924 51.3004258898847))","1640100000069180",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069180,"2019",Pand in gebruik,,,,"0",pand.6bca6360-2312-4c7a-8cb3-1c4540be2d84,51.300,5.896
"POLYGON ((5.89809526064309 51.3004844536931,5.89812476352708 51.3005107964596,5.89809623998129 51.3005233443343,5.89806673710557 51.3004970015606,5.89809526064309 51.3004844536931))","1640100000069181",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069181,"2019",Pand in gebruik,,,,"0",pand.6767dc7d-09a7-4101-8b99-c0ba9e17aa10,51.301,5.898
"POLYGON ((5.89820492663659 51.3003267115116,5.89825486263379 51.3003171347923,5.89826429658741 51.3003362846502,5.89821441892876 51.3003459510063,5.89820492663659 51.3003267115116))","1640100000069183",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069183,"2019",Pand in gebruik,,,,"0",pand.b4e5152c-0f12-442f-95d5-fed046332d51,51.300,5.898
"POLYGON ((5.89637426616915 51.3000739229007,5.89636194207162 51.3000771588898,5.89634186710263 51.3000500643102,5.89638597553905 51.3000373677762,5.89640360778617 51.3000614258021,5.89640633446318 51.3000654948284,5.89637426616915 51.3000739229007))","1640100000069184",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069184,"2019",Pand in gebruik,,,,"0",pand.05cd7c89-8bac-4a1c-b384-3530f1e56163,51.300,5.896
"POLYGON ((5.8971062976595 51.2998542202418,5.89706192442267 51.2998778576926,5.89702696554628 51.2998520599174,5.89707133877625 51.2998284224799,5.8971062976595 51.2998542202418))","1640100000069185",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069185,"2019",Pand in gebruik,,,,"0",pand.81d31025-74af-44ae-b10b-7d813bbf756c,51.300,5.897
"POLYGON ((5.89714105745591 51.2997978603853,5.89711710098355 51.2997621805761,5.89717477397296 51.2997469613479,5.89719873048224 51.2997826411452,5.89714105745591 51.2997978603853))","1640100000069186",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069186,"2019",Pand in gebruik,,,,"0",pand.5b62e7b5-a1bb-4a70-be6c-a8f1c43c73fa,51.300,5.897
"POLYGON ((5.8975566809087 51.2991681372541,5.8975623136946 51.2991666473616,5.89758562719478 51.299201242244,5.89757976570085 51.299202796063,5.8975477132683 51.299211287314,5.89752439969132 51.2991766834355,5.8975566809087 51.2991681372541))","1640100000069188",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069188,"2019",Pand in gebruik,,,,"0",pand.bd513dfa-ffb2-4d8f-b6c7-58f7d4f3e6c4,51.299,5.898
"POLYGON ((5.89670209599639 51.2992862026734,5.89672679907084 51.2993220231204,5.89668181099527 51.2993342022816,5.89665712248761 51.2992983997392,5.89670209599639 51.2992862026734))","1640100000069189",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069189,"2019",Pand in gebruik,,,,"0",pand.465777bb-e88d-4da3-83bd-3bdb6e009fc3,51.299,5.897
"POLYGON ((5.89443976720755 51.3002798208682,5.89442549318718 51.3003037755558,5.89440309574908 51.3002986056842,5.89439183516354 51.3002852703028,5.89439711457139 51.3002725819461,5.89443976720755 51.3002798208682))","1640100000069191",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069191,"2019",Pand in gebruik,,,,"0",pand.4cf0b1c0-ee9c-4aa0-9b85-d7abf1fd6d7b,51.300,5.894
"POLYGON ((5.89492267125372 51.3001374523754,5.89490427672654 51.300167366757,5.89486320027014 51.3001574424397,5.89488159482023 51.3001275280646,5.89492267125372 51.3001374523754))","1640100000069192",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069192,"2019",Pand in gebruik,,,,"0",pand.1398a7a1-825f-413a-9349-26a7456ccd21,51.300,5.895
"POLYGON ((5.89469799663125 51.3003275586517,5.89465201199792 51.3003172601525,5.89466569713729 51.3002932271046,5.8947116817495 51.3003035255985,5.89469799663125 51.3003275586517))","1640100000069193",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069193,"2019",Pand in gebruik,,,,"0",pand.b0cf60cd-3ab4-4199-9e62-37422c4b7df8,51.300,5.895
"POLYGON ((5.89462872336722 51.3003235280798,5.89466813713286 51.3003309158743,5.89465451638895 51.3003594610649,5.89461510260089 51.3003520732659,5.89462872336722 51.3003235280798))","1640100000069194",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069194,"2019",Pand in gebruik,,,,"0",pand.3068e6db-1f81-43f1-a32f-2cae6e264d7c,51.300,5.895
"POLYGON ((5.89943807058527 51.3014718056857,5.89939763202128 51.301478060163,5.89938501830125 51.3014477691733,5.89942532396699 51.3014411737072,5.89943807058527 51.3014718056857))","1640100000069195",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069195,"2019",Pand in gebruik,,,,"0",pand.0d154d45-208e-4833-a7bd-a24885c61de7,51.301,5.899
"POLYGON ((5.89928001968723 51.3012397698052,5.8993362339202 51.30122991331,5.89934982458262 51.3012603797836,5.89929361031519 51.3012702362854,5.89928001968723 51.3012397698052))","1640100000069196",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069196,"2019",Pand in gebruik,,,,"0",pand.c62b77eb-5d44-4748-92a5-60bd375d660b,51.301,5.899
"POLYGON ((5.8993617187404 51.301303249406,5.89937663720454 51.3013357595007,5.89933552348505 51.3013431764956,5.89932060504767 51.3013106663956,5.8993617187404 51.301303249406))","1640100000069197",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069197,"2019",Pand in gebruik,,,,"0",pand.4944e2ab-a178-47e7-b745-307aaa9ab33c,51.301,5.899
"POLYGON ((5.89954207661836 51.3016870902866,5.89955547727947 51.3017120923256,5.89952290317711 51.3017189414445,5.89950951697116 51.3016939483271,5.89954207661836 51.3016870902866))","1640100000069198",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069198,"2019",Pand in gebruik,,,,"0",pand.73b2a374-10c6-4a0b-88f2-c8971d71334c,51.302,5.900
"POLYGON ((5.89921129229073 51.3010886992324,5.89926060511113 51.3010810394599,5.89927509222858 51.301117299834,5.89922580885368 51.3011250313941,5.89921129229073 51.3010886992324))","1640100000069199",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069199,"2019",Pand in gebruik,,,,"0",pand.5a7b082a-3f61-4f7c-ae1b-fe2da29fffe3,51.301,5.899
"POLYGON ((5.89943908733499 51.3014742461894,5.89944340823693 51.3014733912035,5.89945700410232 51.3015004688289,5.89940728486548 51.3015102878064,5.89939367468793 51.3014832102383,5.89939931192664 51.3014820977716,5.89943908733499 51.3014742461894))","1640100000069200",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069200,"2019",Pand in gebruik,,,,"0",pand.86784a2e-fcd6-4430-99b3-d2f64adc545f,51.301,5.899
"POLYGON ((5.89955630625062 51.3017169696452,5.89956686405232 51.3017378043632,5.89953442888978 51.3017442573623,5.89952387110134 51.3017234226413,5.89955630625062 51.3017169696452))","1640100000069201",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069201,"2019",Pand in gebruik,,,,"0",pand.12b9fe81-655e-4fe8-9454-59ffcd4c8867,51.302,5.900
"POLYGON ((5.89956874781145 51.3017933114762,5.89957956859175 51.3018171383368,5.89952155264861 51.3018275062569,5.89951071755731 51.301803679454,5.89956874781145 51.3017933114762))","1640100000069202",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069202,"2019",Pand in gebruik,,,,"0",pand.f57ac08e-0896-49f0-b948-4b6e4e846cd9,51.302,5.900
"POLYGON ((5.89292185540572 51.3022815021826,5.89287046083263 51.3022722871736,5.89288216517268 51.3022466449485,5.89293355971928 51.3022558599524,5.89292185540572 51.3022815021826))","1640100000069203",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069203,"2019",Pand in gebruik,,,,"0",pand.7f5e3ceb-7e09-44f0-b067-245df9495767,51.302,5.893
"POLYGON ((5.8913174474067 51.2995280741844,5.89138910915148 51.2995264873071,5.89139130001302 51.2995652379068,5.89131962386958 51.2995668248476,5.8913174474067 51.2995280741844))","1640100000069204",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069204,"2019",Pand in gebruik,,,,"0",pand.8b417556-416e-4770-b59d-bf1221a9f2b8,51.300,5.891
"POLYGON ((5.89262046435303 51.2977025495138,5.89262406841948 51.2977445389478,5.89260589436817 51.2977451482256,5.89260708091862 51.2977591028198,5.8925615025486 51.2977606401077,5.89256030097932 51.2977466226561,5.89254867706477 51.2977470147126,5.89254507167692 51.2977048994378,5.89262046435303 51.2977025495138))","1640100000069207",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069207,"2019",Pand in gebruik,,,,"0",pand.18889140-b6b8-440e-8765-7c104d41472e,51.298,5.893
"POLYGON ((5.89147423434444 51.2981892997601,5.89140183026173 51.2981922921793,5.89139790592991 51.2981549693331,5.89147032429142 51.2981519768543,5.89147423434444 51.2981892997601))","1640100000069208",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069208,"2019",Pand in gebruik,,,,"0",pand.b716b4d5-c361-41c0-83be-d882a937d9c4,51.298,5.891
"POLYGON ((5.89249506579901 51.2977157863953,5.89254296089937 51.2977150031285,5.89254450104082 51.2977518778596,5.89249662023937 51.2977526610648,5.89249506579901 51.2977157863953))","1640100000069209",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069209,"2019",Pand in gebruik,,,,"0",pand.6d23740e-7f26-46d9-9d49-9eb5adf98de7,51.298,5.893
"POLYGON ((5.89208995499701 51.3016434154395,5.89208856010769 51.3017002043039,5.8920543714624 51.3016998852007,5.89205575195624 51.3016430874104,5.89208995499701 51.3016434154395))","1640100000069212",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000069212,"2019",Pand in gebruik,,,,"0",pand.1c41cd47-edc8-448f-84ce-0170f19a49ae,51.302,5.892
"POLYGON ((5.89846347319857 51.3004845265395,5.89847261385458 51.3005146261415,5.89840376288911 51.3005227759094,5.89839450043677 51.3004920386258,5.89846347319857 51.3004845265395))","1640100000066239",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000066239,"1961",Pand in gebruik,,,,"0",pand.db679960-3cce-40eb-a5c1-9f85adf9f224,51.301,5.898
"POLYGON ((5.8973683953525 51.3002564031554,5.89743498325057 51.3002369289275,5.89742301731531 51.3002208553169,5.89752557882055 51.3001908591179,5.89755908945508 51.3002358813489,5.89763076520111 51.3002149105174,5.89760879846648 51.3001854064393,5.89769485220607 51.3001602376156,5.89775060654704 51.3002351491614,5.89767391284785 51.3002574634453,5.89768780153825 51.3002775016868,5.89759930576292 51.3003035801042,5.89758390295966 51.3002827754479,5.89749116720419 51.3003105353234,5.89747752815379 51.3002897319082,5.89740828180336 51.3003099818713,5.8973683953525 51.3002564031554))","1640100001124825",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001124825,"2023",Bouwvergunning verleend,woonfunctie,"419","419","1",pand.b451b3cd-26b8-49e7-a205-bcf1b57eb7c6,51.300,5.898
"POLYGON ((5.89489099396149 51.3000442139706,5.89490779474596 51.3000154031886,5.89494938286797 51.3000249297462,5.89493258210623 51.3000537405341,5.89489099396149 51.3000442139706))","1640100000067989",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000067989,"2019",Pand in gebruik,,,,"0",pand.94a2b49c-bcbe-4399-8388-66a3094cd729,51.300,5.895
"POLYGON ((5.89488977302184 51.2999587708951,5.89490384895923 51.2999312124679,5.89495002261842 51.2999404853084,5.89493594670603 51.2999680437412,5.89488977302184 51.2999587708951))","1640100000067990",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000067990,"2019",Pand in gebruik,,,,"0",pand.ad234d34-aed1-4897-a3b9-72c30f717f4a,51.300,5.895
"POLYGON ((5.89721892529762 51.3005507703816,5.89727942680805 51.3005345139751,5.89731008181597 51.300579342049,5.89724956601915 51.3005956075228,5.89721892529762 51.3005507703816))","1640100001124845",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001124845,"2015",Pand in gebruik,,,,"0",pand.0173db67-757e-47a8-936c-34657c16c463,51.301,5.897
"POLYGON ((5.89616051545473 51.2970626979661,5.89617726073745 51.2970290691876,5.89619148161004 51.2970005121953,5.89623898009726 51.2970105427788,5.89637498294214 51.2970395571882,5.89633874831479 51.2971062964613,5.89620549031176 51.29707786327,5.89620814573592 51.2970729706859,5.89616051545473 51.2970626979661))","1640100000064447",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000064447,"2009",Pand in gebruik,,,,"0",pand.a3be7dbe-4545-4b21-a78e-68b43639ffc9,51.297,5.896
"POLYGON ((5.89598717731727 51.3022395926824,5.89598558340239 51.3022393929062,5.8958868809754 51.3022287950064,5.89589894959801 51.3021844899424,5.89590702741074 51.3021552587145,5.89589867250379 51.3021544233125,5.89590783676729 51.3021184456671,5.89593894751878 51.3021217703952,5.89593061895221 51.3021542387225,5.89599621524107 51.3021613318377,5.89600557665868 51.3021289039345,5.89601674607544 51.302130095568,5.89598717731727 51.3022395926824))","1640100000062639",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000062639,"1989",Pand in gebruik,woonfunctie,"83","83","1",pand.731ddaaa-fbb6-419b-ad63-277c012b6c3f,51.302,5.896
"POLYGON ((5.89524260648663 51.3020250536215,5.89523682987013 51.3020484859108,5.89520107224535 51.3020450734128,5.89520686321855 51.3020216410626,5.89524260648663 51.3020250536215))","1640100000062640",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100000062640,"1990",Pand in gebruik,,,,"0",pand.8b778e46-85f0-428b-9fbf-656d2751ca2c,51.302,5.895
"POLYGON ((5.89672629919788 51.3007752505696,5.89682694837419 51.3007626478823,5.89683834519279 51.3007984276979,5.89673769594096 51.3008110303951,5.89672629919788 51.3007752505696))","1640100001125061",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125061,"1951",Pand in gebruik,,,,"0",pand.418e0222-0618-4f2a-9a12-c644ee55f765,51.301,5.897
"POLYGON ((5.89716973668793 51.3007354290287,5.89723099015632 51.300724859322,5.89725141132672 51.3007713502627,5.89719015780088 51.3007819199802,5.89716973668793 51.3007354290287))","1640100001125062",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125062,"2022",Pand in gebruik,,,,"0",pand.0746e071-e395-4f97-b7b6-492dd7415b8c,51.301,5.897
"POLYGON ((5.89730529574699 51.3007120390829,5.8973712863351 51.3007006575154,5.8973917076371 51.3007471484313,5.89732571698709 51.3007585300105,5.89730529574699 51.3007120390829))","1640100001125063",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125063,"2022",Pand in gebruik,,,,"0",pand.95b80d66-2b28-4274-b42a-9f37f0fe2402,51.301,5.897
"POLYGON ((5.89735141601071 51.3008051056653,5.89736568263845 51.3008024633121,5.89736980949759 51.300811209391,5.89740320808921 51.3008050314256,5.89744735716094 51.3008987538127,5.89739969195037 51.3009075831385,5.89735141601071 51.3008051056653))","1640100001125064",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125064,"2019",Pand in gebruik,,,,"0",pand.af23abd2-1f9e-4aa3-9497-51c56a30b043,51.301,5.897
"POLYGON ((5.8973854131216 51.3006289271437,5.8974355864539 51.3006187295034,5.89745440407203 51.3006551419022,5.89740424494216 51.3006653304994,5.8973854131216 51.3006289271437))","1640100001125065",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125065,"2020",Pand in gebruik,,,,"0",pand.1864ad8c-571a-4097-bbea-f61527b6a7bc,51.301,5.897
"POLYGON ((5.89713577570367 51.3009650822464,5.89720492727637 51.3009542352462,5.89721569547904 51.300981190688,5.89714690182903 51.3009919911817,5.89713577570367 51.3009650822464))","1640100001125066",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125066,"2022",Pand in gebruik,,,,"0",pand.326ec4c2-412d-4264-bb2f-eb0107e21202,51.301,5.897
"POLYGON ((5.89691763525324 51.3010861384807,5.89692321504947 51.3010850173966,5.8969397256215 51.3010817090784,5.89698695373358 51.3010722346563,5.8970154078221 51.3011280029412,5.89694608926602 51.3011419067826,5.89691763525324 51.3010861384807))","1640100001125067",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125067,"1955",Pand in gebruik,,,,"0",pand.8f6f2049-46f7-406c-8688-3a9fc227ce31,51.301,5.897
"POLYGON ((5.89779328019889 51.3008478606149,5.89785350511947 51.3008376366715,5.89786885745919 51.3008731563315,5.89780861815689 51.3008833803459,5.89779328019889 51.3008478606149))","1640100001125068",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125068,"2000",Pand in gebruik,,,,"0",pand.ff999295-204f-4b60-b7ab-81d2421c0c3f,51.301,5.898
"POLYGON ((5.89842116081226 51.3007271518615,5.89845308187336 51.3007222205521,5.89847043842937 51.3007586931411,5.89844004565603 51.3007643728084,5.89842116081226 51.3007271518615))","1640100001125069",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125069,"2015",Pand in gebruik,,,,"0",pand.42197f82-128e-44bf-ae70-e7b1a0cc68d9,51.301,5.898
"POLYGON ((5.89914726277808 51.300583571387,5.89918808319349 51.3005769108139,5.89920492727283 51.3006175114521,5.89916412116205 51.3006241719681,5.89914726277808 51.300583571387))","1640100001125070",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125070,"1977",Pand in gebruik,,,,"0",pand.8bf7cd92-c1fb-4e84-943e-1f86910ccd04,51.301,5.899
"POLYGON ((5.90080526325786 51.3010359399432,5.90087817225894 51.3010239325862,5.90090497384087 51.3010879051008,5.90083206474499 51.3010999124746,5.90080526325786 51.3010359399432))","1640100001125071",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125071,"2022",Pand in gebruik,,,,"0",pand.7612e72d-fdb2-4e57-b7e3-b68b6da6d333,51.301,5.901
"POLYGON ((5.89866503974689 51.3014092092004,5.89872855504544 51.3013982512337,5.89874643291067 51.3014389822259,5.89868291755992 51.3014499402025,5.89866707054751 51.3014138565219,5.89866503974689 51.3014092092004))","1640100001125072",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125072,"2011",Pand in gebruik,,,,"0",pand.4373e582-6374-4c91-9896-de5e30407f3c,51.301,5.899
"POLYGON ((5.89723863248176 51.3016351129816,5.89729892374311 51.3016217339369,5.89732670283707 51.3016709162473,5.89726641151914 51.3016842953064,5.89723863248176 51.3016351129816))","1640100001125073",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125073,"2022",Pand in gebruik,,,,"0",pand.fa60268d-b63a-487b-9a37-e200abb723b8,51.302,5.897
"POLYGON ((5.89501897894581 51.3019576331771,5.89502629290329 51.3019305896452,5.89506755325789 51.3019349759498,5.89506023932412 51.3019620194843,5.89501897894581 51.3019576331771))","1640100001125074",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125074,"2022",Pand in gebruik,,,,"0",pand.f4f3095a-90ed-492c-ba19-e7d63d73c08d,51.302,5.895
"POLYGON ((5.89218695666041 51.3010586718141,5.89219445013117 51.3010191780728,5.89225875701968 51.3010239777271,5.89225126350441 51.301063462484,5.89224436072507 51.3010629531074,5.8922407155924 51.3010821602055,5.89220162342926 51.30107924666,5.89220526857811 51.3010600395631,5.89218695666041 51.3010586718141))","1640100001125075",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125075,"2022",Pand in gebruik,,,,"0",pand.ca790cfb-77f0-4dbe-a8ee-9a5f0dbd5847,51.301,5.892
"POLYGON ((5.89436732468906 51.3030117255926,5.8943825584657 51.302960449498,5.89443156361906 51.3029661685894,5.89441632989549 51.3030174446903,5.89436732468906 51.3030117255926))","1640100001125076",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125076,"2022",Pand in gebruik,,,,"0",pand.b70de88b-69cc-4277-9956-7cd47e52f3a5,51.303,5.894
"POLYGON ((5.8981740284773 51.3014691197541,5.89817500119404 51.3014689087386,5.89823359003293 51.3014584940289,5.89824288856253 51.3014783366277,5.89826308718063 51.3015240373484,5.89820890201337 51.3015333091248,5.89820579635228 51.3015338441175,5.8981740284773 51.3014691197541))","1640100001125206",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125206,"2016",Pand in gebruik,,,,"0",pand.c1aa6eca-1768-46e9-8e87-fa6074d56453,51.301,5.898
"POLYGON ((5.89919363559048 51.3005605445773,5.89923152597829 51.3005547328467,5.89924165281901 51.3005806572039,5.89920374807269 51.300586469001,5.89919363559048 51.3005605445773))","1640100001125207",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125207,"1973",Pand in gebruik,,,,"0",pand.2df38ebc-b9ce-44a8-954c-b702bf7fb59d,51.301,5.899
"POLYGON ((5.89951154604433 51.3005950561237,5.89952812201695 51.3005745783618,5.89955119790649 51.3005698474901,5.89956678964018 51.3005997478178,5.8995190927106 51.3006095219871,5.89951154604433 51.3005950561237))","1640100001125208",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125208,"1973",Pand in gebruik,,,,"0",pand.85da4ae9-8767-4e46-9cde-255452ac4d9e,51.301,5.900
"POLYGON ((5.90025984792212 51.3004471282022,5.90028887882455 51.3004415169851,5.9003140027301 51.3004506378075,5.90031985635894 51.300467547075,5.9002714512214 51.3004755179085,5.90025984792212 51.3004471282022))","1640100001125209",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125209,"1973",Pand in gebruik,,,,"0",pand.d1a02105-64b0-4847-a317-26aa43914d95,51.300,5.900
"POLYGON ((5.9002770636964 51.3004798797447,5.90031633743369 51.3004734143609,5.90032632717029 51.3004972897623,5.90028706775226 51.3005037550863,5.9002770636964 51.3004798797447))","1640100001125210",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125210,"1971",Pand in gebruik,,,,"0",pand.4aae6502-d016-48c4-bcd6-a12c6deed69b,51.300,5.900
"POLYGON ((5.89882272176981 51.3001062950967,5.89885385191045 51.3000909490252,5.89887629177798 51.3001088461287,5.89884516163273 51.3001241922062,5.89882272176981 51.3001062950967))","1640100001125211",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125211,"1977",Pand in gebruik,,,,"0",pand.9839083e-afa8-48a2-bbcc-e2c996a6ab5d,51.300,5.899
"POLYGON ((5.89920074094202 51.3000296831783,5.89922448540509 51.3000257764075,5.89923792158808 51.300057852586,5.89921417710954 51.3000617593596,5.89920074094202 51.3000296831783))","1640100001125212",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125212,"1977",Pand in gebruik,,,,"0",pand.0160bbf4-b8b7-40a3-9763-f79f02982c94,51.300,5.899
"POLYGON ((5.89936879931951 51.2999726642002,5.89942028682976 51.2999634037508,5.89943053180077 51.2999857949369,5.89937904436809 51.2999950643792,5.89936879931951 51.2999726642002))","1640100001125213",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125213,"1977",Pand in gebruik,,,,"0",pand.480efa46-bf84-451a-a413-b02feffe50a6,51.300,5.899
"POLYGON ((5.90094621286349 51.2999645786263,5.9009591332535 51.2999621215522,5.9009551405845 51.299953887373,5.90100520524435 51.2999443628361,5.9010192093069 51.2999732722146,5.90095623866219 51.2999852627579,5.90094621286349 51.2999645786263))","1640100001125214",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125214,"1980",Pand in gebruik,,,,"0",pand.d6c00850-4187-4f24-bfe8-eaea121ea625,51.300,5.901
"POLYGON ((5.8998770496505 51.299113928424,5.89991623012807 51.2991056388367,5.89992942365741 51.2991301203903,5.89992573304684 51.2991309007069,5.89989168786266 51.2991380979949,5.8998902288234 51.2991384100453,5.8998770496505 51.299113928424))","1640100001125215",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125215,"1993",Pand in gebruik,,,,"0",pand.f0dd580c-0968-4c64-a1e9-f1742fd9c99e,51.299,5.900
"POLYGON ((5.898889947286 51.2993236691272,5.89893756953594 51.2993086100701,5.89895315746486 51.2993279934896,5.8989665350585 51.2993446180479,5.8989189127807 51.2993596771168,5.898889947286 51.2993236691272))","1640100001125216",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125216,"1995",Pand in gebruik,,,,"0",pand.0d9cc677-5628-4233-9a61-dd32b5719394,51.299,5.899
"POLYGON ((5.89774885929794 51.2994813662234,5.89775527789673 51.2994796211851,5.89782864065261 51.2994596046375,5.8979145348645 51.299583355343,5.89783918488136 51.2996039110086,5.89783475343565 51.2996051259763,5.89774885929794 51.2994813662234))","1640100001125217",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125217,"2022",Pand in gebruik,,,,"0",pand.01deaaf8-fe53-4ea6-a03e-704319b1cb4e,51.300,5.898
"POLYGON ((5.89799076464375 51.298953438674,5.89805177207988 51.2989351930916,5.89807977022955 51.2989719695903,5.89801876275564 51.2989902151874,5.89799076464375 51.298953438674))","1640100001125218",http://bag.basisregistraties.overheid.nl/bag/id/pand/1640100001125218,"1967",Pand in gebruik,,,,"0",pand.df315038-ecf6-41af-b739-1ffab9a35c1a,51.299,5.898
