WKT,identifica,rdf_seeals,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,fuuid,longitude,latitude
"MULTIPOLYGON (((6.75492263938412 53.3951751545378,6.75494155396906 53.3951430746955,6.75485057466468 53.3951238988258,6.75483164499147 53.395155978825,6.75492263938412 53.3951751545378)))","0024100000148698",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148698,2002,Pand in gebruik,,,,0,pand.075b6351-6ec8-4b38-99fe-a2a3498794f9,6.755,53.395
"MULTIPOLYGON (((6.75609115542142 53.3954414095975,6.75604585374063 53.3955092850438,6.75611997854328 53.3955269623442,6.75616528012519 53.3954590868707,6.75609115542142 53.3954414095975)))","0024100000148699",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148699,1995,Pand in gebruik,,,,0,pand.bc1811e9-daee-48e2-93ae-c8d4fbf298c4,6.756,53.395
"MULTIPOLYGON (((6.77306195287113 53.359575099598,6.77328032682185 53.3593364144414,6.77322830824269 53.3593196524149,6.77307762852304 53.3594815783852,6.77301830587232 53.3594623752851,6.7730251591563 53.3594550174239,6.77290704040988 53.3594156974616,6.77281918525445 53.3595101401018,6.77285814976372 53.3595329566945,6.77286892925582 53.3595267038533,6.77293914165622 53.3595500770039,6.77295084402821 53.3595374961612,6.77306195287113 53.359575099598)))","0024100000149763",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149763,1997,Pand in gebruik,"industriefunctie,woonfunctie",311,311,1,pand.2022b3d4-f927-4579-8d85-a942ae909297,6.773,53.359
"MULTIPOLYGON (((6.71616959229957 53.3601680881762,6.71611072388148 53.3601783538589,6.71607628328979 53.3601089116819,6.7161726461575 53.3600918515249,6.71613592848963 53.3600167732225,6.7160134172487 53.3600383457603,6.71600829580669 53.3600281580847,6.7159524169746 53.3600379413522,6.71595739101278 53.3600482205205,6.71595126475134 53.3600492766834,6.71597132218098 53.3600907510211,6.7159496563835 53.3600944949967,6.71598670740522 53.360170648012,6.71601464413312 53.3601656665422,6.7160281011449 53.3601928358865,6.71548050272026 53.3602882973262,6.71557559230892 53.3604830562174,6.71568853319868 53.3604628479172,6.71571110414892 53.3605078890046,6.71607193439983 53.3604448635621,6.71604981915204 53.3603999972277,6.71624882814592 53.3603649987036,6.71618002992204 53.3602239568187,6.71619541931876 53.3602212706363,6.71616959229957 53.3601680881762)))","0024100000149764",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149764,1955,Pand in gebruik,"industriefunctie,woonfunctie",1275,1275,1,pand.bdf3ac4e-7692-4cdb-96cd-c3b641576c87,6.716,53.360
"MULTIPOLYGON (((6.72779152722391 53.3608564046145,6.72800936331586 53.3606640977879,6.72798989013574 53.3606562272837,6.72801444649092 53.3606343866285,6.72798888551136 53.36062397799,6.72809296063594 53.3605315178423,6.72801050159211 53.3604981098001,6.72793578151357 53.3605636434679,6.72786396567032 53.3605343402006,6.72779758094977 53.3605925918994,6.72776304272161 53.3605785090672,6.72755277964867 53.3607631826383,6.72779152722391 53.3608564046145)))","0024100000149766",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149766,1896,Pand in gebruik,woonfunctie,617,617,1,pand.518065e3-5b0f-441c-90c1-97b9627fae51,6.728,53.361
"MULTIPOLYGON (((6.71293413507774 53.3693758640783,6.71315956477493 53.3693308928562,6.71309264826749 53.3692188811218,6.71287233857787 53.3692656739063,6.71293413507774 53.3693758640783)))","0024100000149947",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149947,1900,Pand in gebruik,woonfunctie,394,394,1,pand.c8355c4b-fd8a-49f4-a6a6-8ff5b01f2c81,6.713,53.369
"MULTIPOLYGON (((6.77663897688053 53.3612079303854,6.77659154008976 53.3611982609655,6.77658183008188 53.3612153033036,6.77644968168699 53.3611883701983,6.77641988397081 53.3612406910764,6.7764655363415 53.361249994765,6.77645592616929 53.3612668741857,6.77651904398542 53.3612797323837,6.77651843335694 53.3612808267782,6.77664214392648 53.3613060330691,6.776659775993 53.3613096305784,6.7766878674618 53.3612603038137,6.77670082660675 53.3612629398506,6.77670381247156 53.3612577112801,6.77672190089326 53.3612535752988,6.77673024810998 53.3612408531265,6.77671985243757 53.3612273500115,6.77672134449765 53.3612247087772,6.77663897688053 53.3612079303854)))","0024100000149769",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149769,1923,Pand in gebruik,woonfunctie,221,221,1,pand.12dd3e6c-760d-4cfe-ae9c-ff4c1faa2969,6.777,53.361
"MULTIPOLYGON (((6.77959571620591 53.3613261446368,6.77970279752246 53.3611488634101,6.77932753237019 53.3610742180099,6.77932043378056 53.361086970849,6.77913807921423 53.3610502605914,6.77913041186728 53.3610640084936,6.77904406521628 53.3610417332481,6.77904018504995 53.361047169927,6.77898110641905 53.3610319478432,6.77897766221741 53.3610369301605,6.77892449235147 53.3610232572074,6.77889620236541 53.3610635735648,6.7789290583929 53.3610715506358,6.7788955056241 53.3611210040462,6.77897908256565 53.3611412446011,6.77898646997723 53.3611281289894,6.77907827212266 53.3611518688131,6.77904667832291 53.3612061521938,6.77908054497764 53.3612128594477,6.7790735993632 53.3612257003633,6.77959571620591 53.3613261446368)))","0024100000149770",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149770,1907,Pand in gebruik,"industriefunctie,woonfunctie",1094,1094,1,pand.7a5e396d-6cbd-4325-90d5-32dce96b8cb5,6.779,53.361
"MULTIPOLYGON (((6.75749314880019 53.395669347113,6.75752565685102 53.3956793829191,6.75754755058295 53.3956540353066,6.757515057575 53.3956439993351,6.75749314880019 53.395669347113)))","0024100000148700",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148700,1938,Pand in gebruik,,,,0,pand.e5d2f7ae-c4e9-4ea3-9347-fdd931a95ebf,6.758,53.396
"MULTIPOLYGON (((6.75550607048037 53.3958834870732,6.75553855745429 53.3958253188129,6.75545113446602 53.3958078732226,6.75541863235778 53.3958660416309,6.75550607048037 53.3958834870732)))","0024100000148701",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148701,1995,Pand in gebruik,,,,0,pand.7b0c0a54-0e06-469b-83c0-ad3c24f3baf6,6.755,53.396
"MULTIPOLYGON (((6.75560368729791 53.3958589053345,6.75555916692946 53.3958880683684,6.75561605188838 53.3959190977171,6.75566057224999 53.3958899346626,6.75560368729791 53.3958589053345)))","0024100000148702",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148702,2000,Pand in gebruik,,,,0,pand.454067b6-eeba-4291-9321-d2ed30f6aac7,6.756,53.396
"MULTIPOLYGON (((6.75568805612173 53.3963665617437,6.75570952762892 53.3963293216303,6.75563245213846 53.3963134478944,6.7556109805722 53.3963506879945,6.75568805612173 53.3963665617437)))","0024100000148704",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148704,1985,Pand in gebruik,,,,0,pand.f19cf80b-dfe6-419a-acc6-e4e0363c4e5c,6.756,53.396
"MULTIPOLYGON (((6.75547233325612 53.3963483284913,6.75544831661085 53.3963859120118,6.75549655159676 53.3963969197855,6.75552056820584 53.3963593362556,6.75547233325612 53.3963483284913)))","0024100000148705",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148705,1980,Pand in gebruik,,,,0,pand.d565b36a-8440-478e-be62-24e782652115,6.755,53.396
"MULTIPOLYGON (((6.75554820316404 53.3963636409239,6.75552306949196 53.396402971486,6.75556918473126 53.3964135090942,6.75559431808124 53.3963741695399,6.75554820316404 53.3963636409239)))","0024100000148706",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148706,1980,Pand in gebruik,,,,0,pand.adbbeae1-93af-497e-803b-9c63c3b0d119,6.756,53.396
"MULTIPOLYGON (((6.77654353862787 53.361361431356,6.77652706694063 53.3613909888191,6.776521170425 53.3613898168234,6.77651432559291 53.3614020812973,6.77646612421516 53.3613924655904,6.77645981897475 53.3614037622955,6.77632344024589 53.3613765633924,6.776305775424 53.361408255368,6.77627913455587 53.3614029376351,6.7762423851762 53.3614688810851,6.77629739020245 53.3614798471241,6.77629587039362 53.3614825605634,6.77634633970691 53.3614926264179,6.77635450461027 53.3614779743277,6.77642142431241 53.3614913278445,6.7764328126989 53.3614708962777,6.77646376267205 53.3614770718189,6.77645683524868 53.3614895708865,6.77651867459072 53.3615019046763,6.77652566235482 53.3614894138944,6.77658260295567 53.3615007708147,6.77660885798446 53.3614536489557,6.77657938979228 53.3614477708547,6.77660158462686 53.3614079658063,6.7765978953302 53.3614072266174,6.7766154173094 53.3613757698907,6.77654353862787 53.361361431356)))","0024100000149771",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149771,1917,Pand in gebruik,"gezondheidszorgfunctie,woonfunctie",249,249,1,pand.302e756f-c1c2-4d39-a73f-f763de7a8448,6.776,53.361
"MULTIPOLYGON (((6.77634541991922 53.3617466434606,6.77643405957097 53.3617645627622,6.77648766144637 53.3616696864507,6.77640206121291 53.3616523790964,6.7763836014397 53.3616850417947,6.77621651403148 53.3616512600339,6.77616379391763 53.3617446163415,6.77632782679911 53.3617777684701,6.77634541991922 53.3617466434606)))","0024100000149772",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149772,1884,Pand in gebruik,woonfunctie,218,218,1,pand.9ad33840-5b02-46bc-a3cc-600c2ab05421,6.776,53.362
"MULTIPOLYGON (((6.7763030796733 53.3618413716667,6.77629767254712 53.3618511752506,6.77616071293091 53.3618241715772,6.7761170470816 53.3619034406336,6.77625400692355 53.3619304443552,6.77624930973933 53.361938972671,6.77634449693117 53.3619577420111,6.7763982816888 53.3618601407921,6.7763030796733 53.3618413716667)))","0024100000149773",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149773,1900,Pand in gebruik,woonfunctie,225,225,1,pand.b8b267bc-d4d7-44f6-9b64-cd099fbdb304,6.776,53.362
"MULTIPOLYGON (((6.80083557817174 53.3617421450887,6.80123864937622 53.3615406153146,6.80091535335704 53.3613092255265,6.80056052344449 53.3614866252022,6.80057661485929 53.3614981363113,6.80048861613551 53.3615421250311,6.8004996161182 53.3615500115817,6.80043788110807 53.361580877139,6.800559722402 53.3616680865921,6.80063533562498 53.3616302821889,6.80061224402295 53.3616137491152,6.80063176826841 53.3616039941642,6.80070555009944 53.3616568024315,6.80071190546829 53.3616536274574,6.80083557817174 53.3617421450887)))","0024100000149774",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149774,1876,Pand in gebruik,"industriefunctie,woonfunctie",302,302,1,pand.576a8340-5fc0-4fde-a419-1dfba5fd4ee2,6.801,53.362
"MULTIPOLYGON (((6.79750347327216 53.3617429176403,6.79754551831819 53.3617299965416,6.79756097707947 53.361748812361,6.79765276891454 53.361721909268,6.79766141256019 53.3617321691369,6.79778568302265 53.3616942722121,6.79772475549941 53.3616224131943,6.79755464806706 53.3616748662213,6.79754535079891 53.3616639130759,6.79745912932232 53.3616902655126,6.79750347327216 53.3617429176403)))","0024100000149775",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149775,1997,Pand in gebruik,woonfunctie,152,152,1,pand.65ead429-0b03-4a8e-8074-2d4d257378c3,6.798,53.362
"MULTIPOLYGON (((6.76772436502541 53.3625943624335,6.76777626608751 53.3625591695691,6.76775823756343 53.3625497611946,6.76781380925195 53.3625119201623,6.76773786605891 53.3624719941907,6.76774198151708 53.3624691612096,6.7676962909227 53.3624450632561,6.76767379885952 53.3624604183444,6.76763850144459 53.3624418624322,6.76765981807689 53.3624273296057,6.76766745915477 53.3624313755908,6.76796501252385 53.3622286445818,6.76773561903344 53.3621115806405,6.76761479011839 53.3621962612075,6.7675993648027 53.3621883865438,6.76757929528935 53.3622024557353,6.76759472060646 53.3622103304015,6.7674914331149 53.3622826960231,6.76740987671611 53.3622410370097,6.76727041573876 53.3623378018885,6.76735268809707 53.3623830472882,6.76735165994835 53.3623837779876,6.76751003650695 53.3624683545519,6.76748463814297 53.3624853694719,6.76752083158469 53.3625046969512,6.76753419978433 53.36249573699,6.76759622191695 53.362528795595,6.76758622637154 53.3625356500141,6.76765739609457 53.362571946496,6.76766724146577 53.3625650937947,6.76772436502541 53.3625943624335)))","0024100000149776",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149776,1890,Sloopvergunning verleend,woonfunctie,262,262,1,pand.08190c5b-cda2-461b-a66e-80197813a083,6.768,53.362
"MULTIPOLYGON (((6.78596261438911 53.3624821332796,6.78606487560216 53.3623051719126,6.78609722206581 53.3623112658438,6.78617514580753 53.3621574126347,6.78599562996516 53.3621251728346,6.78591987479338 53.3622718116636,6.78548355482375 53.3621912454692,6.78542512888222 53.3622979630518,6.78519320216948 53.3622524025583,6.78513178525931 53.3623641870824,6.78523822539821 53.3623851460841,6.78521496900885 53.362427652017,6.78530661390623 53.3624463566268,6.78535616464867 53.3623531318705,6.78542588601624 53.3623675082235,6.78541820585868 53.3623808073686,6.78596261438911 53.3624821332796)))","0024100000149777",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149777,1763,Pand in gebruik,"industriefunctie,woonfunctie",452,452,1,pand.0fdb37f6-6997-468d-8015-1eb569071bda,6.786,53.362
"MULTIPOLYGON (((6.77693194731513 53.3626071074557,6.7769436986557 53.3625900055674,6.77699706030846 53.3625123495558,6.77692326929374 53.3624942141623,6.77694086045853 53.3624686156611,6.7768305141659 53.3624414759695,6.77684918681472 53.3624154066859,6.77682771596054 53.3624013395985,6.77679429111263 53.3624027502069,6.77676438783013 53.3624359944788,6.77673564681829 53.3624289308079,6.77668096499918 53.3625085160326,6.7766714518325 53.3625223569762,6.77668149166714 53.3625248290435,6.77686700700651 53.3625704388897,6.77685483957881 53.362588147659,6.77686604532634 53.3625909027877,6.77693194731513 53.3626071074557)))","0024100000149779",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149779,1924,Pand in gebruik,woonfunctie,431,431,1,pand.0e6e5139-f41b-494a-92d3-cc74456a9925,6.777,53.363
"MULTIPOLYGON (((6.70985660845896 53.3693241309669,6.70972498612044 53.3693581978685,6.70975150711315 53.369394929234,6.70969933540326 53.3694084428844,6.70971063559319 53.3694241342766,6.70963595509064 53.3694434667766,6.70967530032685 53.3694965916927,6.70986584107455 53.3694460793749,6.70981857599553 53.3693821503813,6.70988638586688 53.3693641513747,6.70985660845896 53.3693241309669)))","0024100000149950",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149950,1960,Pand in gebruik,"gezondheidszorgfunctie,woonfunctie",187,187,1,pand.63bba063-ebbb-4577-b16c-035ee793bf76,6.710,53.369
"MULTIPOLYGON (((6.7558122543108 53.3973885631402,6.75557114600946 53.3978058084595,6.75585688334975 53.3978647972804,6.75609800422811 53.3974475512346,6.7558122543108 53.3973885631402)))","0024100000148709",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148709,1875,Pand in gebruik,,,,0,pand.748de32d-32cf-4438-845d-92940332c74c,6.756,53.398
"MULTIPOLYGON (((6.77616762205906 53.3687615689822,6.77617170410663 53.3687637504411,6.77621989593707 53.3687313915724,6.77626947411209 53.3687578048246,6.77633913660379 53.3687110266274,6.77622799476223 53.3686518145321,6.77615949411585 53.3686978154175,6.77613584417217 53.3686852201638,6.77607637049984 53.3687590640542,6.77612932731366 53.3687872805377,6.77616762205906 53.3687615689822)))","0024100000149952",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149952,1929,Pand in gebruik,woonfunctie,153,153,1,pand.353b6f31-0a20-4c31-a740-feb7a41ee7ec,6.776,53.369
"MULTIPOLYGON (((6.77284255554524 53.3686665070226,6.77277889143722 53.3687606345644,6.77291252696118 53.3687929733862,6.77289540307288 53.3688183052167,6.77301322969816 53.3688468181677,6.77306226495367 53.3687743272173,6.77294937498206 53.3687470065344,6.77298114232496 53.3687000378227,6.77284255554524 53.3686665070226)))","0024100000149953",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149953,1900,Pand in gebruik,woonfunctie,249,249,1,pand.e348dfc8-7c47-4b8a-aaf3-8d376b50b9ec,6.773,53.369
"MULTIPOLYGON (((6.77813414562339 53.3687159397568,6.77811819145032 53.368734600006,6.7780714829102 53.3687203037612,6.77803873357412 53.3687585685359,6.77808688378073 53.3687733064234,6.7780858849105 53.3687744772018,6.77819409778216 53.3688075983883,6.77824381503979 53.3687495023557,6.77813414562339 53.3687159397568)))","0024100000149954",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149954,1935,Pand in gebruik,woonfunctie,92,92,1,pand.b2a5e608-62df-4c0c-a21e-653fe5f8eac1,6.778,53.369
"MULTIPOLYGON (((6.79912440253634 53.3457191892917,6.79899872312926 53.3457419896611,6.79903496108305 53.3458089260565,6.79915900297087 53.3457856416429,6.79912440253634 53.3457191892917)))","0024100000148717",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000148717,1900,Pand in gebruik,woonfunctie,66,66,1,pand.ba2cb30d-7d9b-40e9-964c-b912c85315cb,6.799,53.346
"MULTIPOLYGON (((6.77639553984832 53.3687412790222,6.77632903951849 53.3687859449071,6.77631694701926 53.3687795066064,6.77623660862215 53.3688334802588,6.77635378883475 53.3688958846276,6.77650062750608 53.3687972449561,6.77639553984832 53.3687412790222)))","0024100000149956",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149956,1907,Pand in gebruik,woonfunctie,180,180,1,pand.67718838-52af-4528-945c-19264f6bd1fe,6.776,53.369
"MULTIPOLYGON (((6.7097894198362 53.3696458550689,6.70978924566785 53.369643610446,6.70985445962186 53.3696423272877,6.70985286289237 53.3696133555185,6.70983610513311 53.3696136835526,6.70983365577592 53.3695691930872,6.70990253335594 53.3695678336751,6.70989927611241 53.3695087945265,6.70979296411504 53.36951088903,6.70979477682822 53.3695439561112,6.70967921261774 53.3695505554541,6.70968263953861 53.369598503829,6.70969990410344 53.3695980444383,6.70970369771301 53.369648145457,6.7097894198362 53.3696458550689)))","0024100000149957",http://bag.basisregistraties.overheid.nl/bag/id/pand/0024100000149957,1960,Pand in gebruik,woonfunctie,206,206,1,pand.923e4061-85c4-455b-8a46-67a1a9ac58f6,6.710,53.370
